Source,Target,weight
SOCIAL INDICATORS RESEARCH,SOCIOLOGICAL REVIEW,0.08574638752414898
SOCIAL INDICATORS RESEARCH,WORK AND OCCUPATIONS,0.0907676582078838
SOCIAL INDICATORS RESEARCH,SYMBOLIC INTERACTION,0.03151472044603935
SOCIAL NETWORKS,SOCIAL SCIENCE RESEARCH,0.24025095606825533
SOCIAL NETWORKS,SOCIETY & NATURAL RESOURCES,0.07578176484469729
SOCIAL NETWORKS,SOCIOLOGIA RURALIS,0.08772142961241468
SOCIAL NETWORKS,SOCIOLOGICAL SPECTRUM,0.1272913707496212
SOCIAL NETWORKS,SOCIOLOGY OF EDUCATION,0.1067137811147105
SOCIAL NETWORKS,SOCIOLOGY OF HEALTH & ILLNESS,0.049811353465196655
SOCIAL NETWORKS,TEACHING SOCIOLOGY,0.047913608877192065
SOCIAL NETWORKS,THEORY AND SOCIETY,0.10339527742928306
SOCIAL NETWORKS,SOCIAL SCIENCE QUARTERLY,0.12772785732089226
SOCIAL NETWORKS,SOCIOLOGICAL PERSPECTIVES,0.18412995319529465
SOCIAL NETWORKS,SOCIOLOGY OF SPORT JOURNAL,0.03085749790105807
SOCIAL NETWORKS,SOCIOLOGY OF RELIGION,0.06119135255235589
SOCIAL NETWORKS,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.09831643985931515
SOCIAL NETWORKS,WORK EMPLOYMENT AND SOCIETY,0.061687488588759075
SOCIAL NETWORKS,SOCIOLOGICAL FORUM,0.18590671292884198
SOCIAL NETWORKS,SOCIOLOGICAL QUARTERLY,0.15687912008616356
SOCIAL NETWORKS,SOCIOLOGICAL THEORY,0.13465604513788704
SOCIAL NETWORKS,YOUTH & SOCIETY,0.09173044864082958
SOCIAL NETWORKS,SOCIAL PROBLEMS,0.12096301421253128
SOCIAL NETWORKS,SOCIOLOGICAL INQUIRY,0.14249572011604095
SOCIAL NETWORKS,SOCIOLOGICAL METHODS & RESEARCH,0.14894637664865373
SOCIAL NETWORKS,SOCIOLOGICAL REVIEW,0.08533195752655175
SOCIAL NETWORKS,WORK AND OCCUPATIONS,0.0912151585724287
SOCIAL NETWORKS,SOCIETY,0.04589090884071439
SOCIAL NETWORKS,SYMBOLIC INTERACTION,0.03962102265456793
SOCIAL SCIENCE RESEARCH,SOCIETY & NATURAL RESOURCES,0.1327043815945355
SOCIAL SCIENCE RESEARCH,SOCIOLOGIA RURALIS,0.11514003480578901
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL SPECTRUM,0.4629473711971322
SOCIAL SCIENCE RESEARCH,SOCIOLOGY OF EDUCATION,0.3728936506193096
SOCIAL SCIENCE RESEARCH,SOCIOLOGY OF HEALTH & ILLNESS,0.11569720263484458
SOCIAL SCIENCE RESEARCH,TEACHING SOCIOLOGY,0.10037866638728257
SOCIAL SCIENCE RESEARCH,THEORY AND SOCIETY,0.18663898658483935
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL PERSPECTIVES,0.5382032042202314
SOCIAL SCIENCE RESEARCH,SOCIOLOGY OF SPORT JOURNAL,0.10748618957184689
SOCIAL SCIENCE RESEARCH,SOCIOLOGY OF RELIGION,0.2133971231882215
SOCIAL SCIENCE RESEARCH,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.21085609129570157
SOCIAL SCIENCE RESEARCH,WORK EMPLOYMENT AND SOCIETY,0.2076011997786353
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL FORUM,0.44094878805529264
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL QUARTERLY,0.4234937943757534
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL THEORY,0.2022145916732132
SOCIAL SCIENCE RESEARCH,YOUTH & SOCIETY,0.3114799996801129
SOCIAL SCIENCE RESEARCH,SOCIETY,0.13022897823280705
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL INQUIRY,0.34479642296326346
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL METHODS & RESEARCH,0.3045240747176247
SOCIAL SCIENCE RESEARCH,SOCIOLOGICAL REVIEW,0.1682729703740833
SOCIAL SCIENCE RESEARCH,WORK AND OCCUPATIONS,0.3252416580492453
SOCIAL SCIENCE RESEARCH,SYMBOLIC INTERACTION,0.09490384269858529
SOCIETY & NATURAL RESOURCES,SOCIOLOGIA RURALIS,0.17078046944302128
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL SPECTRUM,0.17494949609491806
SOCIETY & NATURAL RESOURCES,SOCIOLOGY OF EDUCATION,0.049609375442707715
SOCIETY & NATURAL RESOURCES,SOCIOLOGY OF HEALTH & ILLNESS,0.1256576422422528
SOCIETY & NATURAL RESOURCES,TEACHING SOCIOLOGY,0.06416402509701044
SOCIETY & NATURAL RESOURCES,THEORY AND SOCIETY,0.12042664783458663
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL PERSPECTIVES,0.1583101782276776
SOCIETY & NATURAL RESOURCES,SOCIOLOGY OF SPORT JOURNAL,0.08330516679672659
SOCIETY & NATURAL RESOURCES,SOCIOLOGY OF RELIGION,0.06919699826877479
SOCIETY & NATURAL RESOURCES,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.12684073993273398
SOCIETY & NATURAL RESOURCES,WORK EMPLOYMENT AND SOCIETY,0.08566116241807091
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL FORUM,0.1696342945772734
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL QUARTERLY,0.12743286665147452
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL THEORY,0.11725540596441024
SOCIETY & NATURAL RESOURCES,YOUTH & SOCIETY,0.09763724690415784
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL INQUIRY,0.14906333618243578
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL METHODS & RESEARCH,0.0688647723125903
SOCIETY & NATURAL RESOURCES,SOCIOLOGICAL REVIEW,0.1207988546942518
SOCIETY & NATURAL RESOURCES,WORK AND OCCUPATIONS,0.05809068056451991
SOCIETY & NATURAL RESOURCES,SYMBOLIC INTERACTION,0.08668433108120714
SOCIOLOGIA RURALIS,SOCIOLOGICAL SPECTRUM,0.1343150251987161
SOCIOLOGIA RURALIS,SOCIOLOGY OF EDUCATION,0.06911263571415571
SOCIOLOGIA RURALIS,SOCIOLOGY OF HEALTH & ILLNESS,0.1734643824733832
SOCIOLOGIA RURALIS,TEACHING SOCIOLOGY,0.051416315362335034
SOCIOLOGIA RURALIS,THEORY AND SOCIETY,0.20422396404914847
SOCIOLOGIA RURALIS,SOCIOLOGICAL PERSPECTIVES,0.15075778525376193
SOCIOLOGIA RURALIS,SOCIOLOGY OF SPORT JOURNAL,0.12331079205910536
SOCIOLOGIA RURALIS,SOCIOLOGY OF RELIGION,0.06402927254936734
SOCIOLOGIA RURALIS,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.2672899226616386
SOCIOLOGIA RURALIS,WORK EMPLOYMENT AND SOCIETY,0.1415130942773468
SOCIOLOGIA RURALIS,SOCIOLOGICAL FORUM,0.1735741205812392
SOCIOLOGIA RURALIS,SOCIOLOGICAL QUARTERLY,0.1370355457836188
SOCIOLOGIA RURALIS,SOCIOLOGICAL THEORY,0.17723507279425238
SOCIOLOGIA RURALIS,YOUTH & SOCIETY,0.08243485688578825
SOCIOLOGIA RURALIS,SOCIOLOGICAL INQUIRY,0.1430821941891331
SOCIOLOGIA RURALIS,SOCIOLOGICAL METHODS & RESEARCH,0.04949952018746094
SOCIOLOGIA RURALIS,SOCIOLOGICAL REVIEW,0.27231738053498
SOCIOLOGIA RURALIS,WORK AND OCCUPATIONS,0.07128362677039006
SOCIOLOGIA RURALIS,SYMBOLIC INTERACTION,0.07834579199602319
SOCIOLOGICAL SPECTRUM,SOCIOLOGY OF EDUCATION,0.2420567755561876
SOCIOLOGICAL SPECTRUM,SOCIOLOGY OF HEALTH & ILLNESS,0.22229829982153015
SOCIOLOGICAL SPECTRUM,TEACHING SOCIOLOGY,0.21681863934699278
SOCIOLOGICAL SPECTRUM,THEORY AND SOCIETY,0.28077209953518545
SOCIOLOGICAL SPECTRUM,SOCIOLOGY OF SPORT JOURNAL,0.19243122662672246
SOCIOLOGICAL SPECTRUM,SOCIOLOGY OF RELIGION,0.292120128348918
SOCIOLOGICAL SPECTRUM,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.2821278329320546
SOCIOLOGICAL SPECTRUM,WORK EMPLOYMENT AND SOCIETY,0.1740725198981123
SOCIOLOGICAL SPECTRUM,SOCIOLOGICAL THEORY,0.29299930429648025
SOCIOLOGICAL SPECTRUM,YOUTH & SOCIETY,0.333461007238645
SOCIOLOGICAL SPECTRUM,WORK AND OCCUPATIONS,0.2728117599558262
SOCIOLOGICAL SPECTRUM,SYMBOLIC INTERACTION,0.34201305633065415
SOCIOLOGY OF EDUCATION,SOCIOLOGY OF HEALTH & ILLNESS,0.09028331204220089
SOCIOLOGY OF EDUCATION,TEACHING SOCIOLOGY,0.1068376483836265
SOCIOLOGY OF EDUCATION,THEORY AND SOCIETY,0.18853264218841823
SOCIOLOGY OF EDUCATION,SOCIOLOGY OF SPORT JOURNAL,0.08428823063758034
SOCIOLOGY OF EDUCATION,SOCIOLOGY OF RELIGION,0.06705437403192199
SOCIOLOGY OF EDUCATION,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.18032406764197592
SOCIOLOGY OF EDUCATION,WORK EMPLOYMENT AND SOCIETY,0.09481534607240426
SOCIOLOGY OF EDUCATION,YOUTH & SOCIETY,0.2911070393811933
SOCIOLOGY OF EDUCATION,WORK AND OCCUPATIONS,0.18073696159203473
SOCIOLOGY OF EDUCATION,SYMBOLIC INTERACTION,0.10411280510381579
SOCIOLOGY OF HEALTH & ILLNESS,TEACHING SOCIOLOGY,0.12979405540799419
SOCIOLOGY OF HEALTH & ILLNESS,THEORY AND SOCIETY,0.25849175521931517
SOCIOLOGY OF HEALTH & ILLNESS,SOCIOLOGY OF SPORT JOURNAL,0.2425915864259718
SOCIOLOGY OF HEALTH & ILLNESS,SOCIOLOGY OF RELIGION,0.1039276211773655
SOCIOLOGY OF HEALTH & ILLNESS,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.4278615956840875
SOCIOLOGY OF HEALTH & ILLNESS,WORK EMPLOYMENT AND SOCIETY,0.2113765566474357
SOCIOLOGY OF HEALTH & ILLNESS,YOUTH & SOCIETY,0.125907958395863
SOCIOLOGY OF HEALTH & ILLNESS,WORK AND OCCUPATIONS,0.129563874132585
SOCIOLOGY OF HEALTH & ILLNESS,SYMBOLIC INTERACTION,0.3371293601992965
TEACHING SOCIOLOGY,THEORY AND SOCIETY,0.16406647606255706
TEACHING SOCIOLOGY,WORK EMPLOYMENT AND SOCIETY,0.0795258516338012
TEACHING SOCIOLOGY,YOUTH & SOCIETY,0.10314656768820085
TEACHING SOCIOLOGY,WORK AND OCCUPATIONS,0.10214659675995935
THEORY AND SOCIETY,WORK EMPLOYMENT AND SOCIETY,0.20940350634942537
THEORY AND SOCIETY,YOUTH & SOCIETY,0.1252544076349068
THEORY AND SOCIETY,WORK AND OCCUPATIONS,0.18443645350530172
SOCIAL SCIENCE QUARTERLY,SOCIAL SCIENCE RESEARCH,0.46010536258579915
SOCIAL SCIENCE QUARTERLY,SOCIETY & NATURAL RESOURCES,0.16298538830337628
SOCIAL SCIENCE QUARTERLY,SOCIOLOGIA RURALIS,0.09841045108991428
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL SPECTRUM,0.38017999179381323
SOCIAL SCIENCE QUARTERLY,SOCIOLOGY OF EDUCATION,0.22880327806190426
SOCIAL SCIENCE QUARTERLY,SOCIOLOGY OF HEALTH & ILLNESS,0.08607692571390116
SOCIAL SCIENCE QUARTERLY,TEACHING SOCIOLOGY,0.10262132363285473
SOCIAL SCIENCE QUARTERLY,THEORY AND SOCIETY,0.18808263697345187
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL PERSPECTIVES,0.39322824667009554
SOCIAL SCIENCE QUARTERLY,SOCIOLOGY OF SPORT JOURNAL,0.08547927052878371
SOCIAL SCIENCE QUARTERLY,SOCIOLOGY OF RELIGION,0.157399889079051
SOCIAL SCIENCE QUARTERLY,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.16313746018757982
SOCIAL SCIENCE QUARTERLY,WORK EMPLOYMENT AND SOCIETY,0.12228458627224088
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL FORUM,0.35182451220130856
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL QUARTERLY,0.3893820585460329
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL THEORY,0.16421806651699022
SOCIAL SCIENCE QUARTERLY,YOUTH & SOCIETY,0.2288709383670494
SOCIAL SCIENCE QUARTERLY,SOCIETY,0.16836403425055554
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL INQUIRY,0.33001144912596597
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL METHODS & RESEARCH,0.1991311540012464
SOCIAL SCIENCE QUARTERLY,SOCIOLOGICAL REVIEW,0.14995768416402322
SOCIAL SCIENCE QUARTERLY,WORK AND OCCUPATIONS,0.20211074888698086
SOCIAL SCIENCE QUARTERLY,SYMBOLIC INTERACTION,0.08367864746853947
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGICAL SPECTRUM,0.5455587733372808
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGY OF EDUCATION,0.31355033200370164
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGY OF HEALTH & ILLNESS,0.22519448779176715
SOCIOLOGICAL PERSPECTIVES,TEACHING SOCIOLOGY,0.20466569446269997
SOCIOLOGICAL PERSPECTIVES,THEORY AND SOCIETY,0.3840376431729211
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGY OF SPORT JOURNAL,0.20675279000571903
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGY OF RELIGION,0.2416990619023597
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.32660568128830175
SOCIOLOGICAL PERSPECTIVES,WORK EMPLOYMENT AND SOCIETY,0.21527056393311178
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGICAL QUARTERLY,0.5864217336504837
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGICAL THEORY,0.40489765390098537
SOCIOLOGICAL PERSPECTIVES,YOUTH & SOCIETY,0.30556808153187554
SOCIOLOGICAL PERSPECTIVES,SOCIOLOGICAL REVIEW,0.2968435870101919
SOCIOLOGICAL PERSPECTIVES,WORK AND OCCUPATIONS,0.3199477990355195
SOCIOLOGICAL PERSPECTIVES,SYMBOLIC INTERACTION,0.33412370068438363
ANTHROZOOS,SOCIAL INDICATORS RESEARCH,0.05963176829887242
ANTHROZOOS,SOCIAL NETWORKS,0.017470712801950544
ANTHROZOOS,SOCIAL SCIENCE RESEARCH,0.055496573554601726
ANTHROZOOS,SOCIETY & NATURAL RESOURCES,0.0661224524867231
ANTHROZOOS,SOCIOLOGIA RURALIS,0.039836036265273635
ANTHROZOOS,SOCIOLOGICAL SPECTRUM,0.05800005510076691
ANTHROZOOS,SOCIOLOGY OF EDUCATION,0.019323403075498947
ANTHROZOOS,SOCIOLOGY OF HEALTH & ILLNESS,0.04607643096263561
ANTHROZOOS,TEACHING SOCIOLOGY,0.02463449883027528
ANTHROZOOS,THEORY AND SOCIETY,0.024567521559051866
ANTHROZOOS,SOCIAL SCIENCE QUARTERLY,0.046623551514857545
ANTHROZOOS,SOCIOLOGICAL PERSPECTIVES,0.05673103133486166
ANTHROZOOS,HUMAN STUDIES,0.01955166369591814
ANTHROZOOS,SOCIAL FORCES,0.043949849317232365
ANTHROZOOS,SOCIOLOGY OF SPORT JOURNAL,0.03740666002756262
ANTHROZOOS,HUMAN ECOLOGY,0.041084448116038286
ANTHROZOOS,SOCIOLOGY OF RELIGION,0.025295050682382258
ANTHROZOOS,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.03917634815873064
ANTHROZOOS,WORK EMPLOYMENT AND SOCIETY,0.03405736484655076
ANTHROZOOS,RURAL SOCIOLOGY,0.04354678974679912
ANTHROZOOS,POETICS,0.020059587426182555
ANTHROZOOS,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0.049675156599683794
ANTHROZOOS,BRITISH JOURNAL OF SOCIOLOGY,0.03196462943639377
ANTHROZOOS,EUROPEAN SOCIOLOGICAL REVIEW,0.027344828731933443
ANTHROZOOS,GENDER & SOCIETY,0.02723819388093918
ANTHROZOOS,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,0.024401347536398832
ANTHROZOOS,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0.03350052742342201
ANTHROZOOS,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,0.04718676920301496
ANTHROZOOS,JOURNAL OF HISTORICAL SOCIOLOGY,0.028335778171280898
ANTHROZOOS,JOURNAL OF LAW AND SOCIETY,0.02630946205738855
ANTHROZOOS,LAW & SOCIETY REVIEW,0.023207095413022707
ANTHROZOOS,POLITICS & SOCIETY,0.019252067018372936
ANTHROZOOS,POPULATION AND DEVELOPMENT REVIEW,0.020490654205754057
ANTHROZOOS,REVIEW OF RELIGIOUS RESEARCH,0.028789441203513927
ANTHROZOOS,SOCIAL COMPASS,0.018123666803724455
ANTHROZOOS,SOCIOLOGICAL FORUM,0.05353292853873202
ANTHROZOOS,SOCIOLOGICAL QUARTERLY,0.04294438484975593
ANTHROZOOS,SOCIOLOGICAL THEORY,0.03143653004739708
ANTHROZOOS,YOUTH & SOCIETY,0.05718202778177317
ANTHROZOOS,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0.05252222491765115
ANTHROZOOS,DISCOURSE & SOCIETY,0.015046854878976345
ANTHROZOOS,INTERNATIONAL SOCIOLOGY,0.029616118647665758
ANTHROZOOS,LANGUAGE IN SOCIETY,0.011916194625116089
ANTHROZOOS,MEDIA CULTURE & SOCIETY,0.023676599801227594
ANTHROZOOS,RATIONALITY AND SOCIETY,0.018998807761913563
ANTHROZOOS,SOCIAL PROBLEMS,0.03993113947845693
ANTHROZOOS,SOCIETY,0.028177693436753404
ANTHROZOOS,SOCIOLOGICAL INQUIRY,0.040958333289870585
ANTHROZOOS,SOCIOLOGICAL METHODS & RESEARCH,0.029466046843953018
ANTHROZOOS,SOCIOLOGICAL REVIEW,0.03854063294076022
ANTHROZOOS,WORK AND OCCUPATIONS,0.02344722775023649
ANTHROZOOS,ARMED FORCES & SOCIETY,0.019970917853669532
ANTHROZOOS,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,0.024018442746476458
ANTHROZOOS,CONTRIBUTIONS TO INDIAN SOCIOLOGY,0.009238239960343677
ANTHROZOOS,JOURNAL OF MARRIAGE AND FAMILY,0.05604328509711559
ANTHROZOOS,JOURNAL OF THE HISTORY OF SEXUALITY,0.014346341084463343
ANTHROZOOS,SYMBOLIC INTERACTION,0.03256397026768619
ANTHROZOOS,RACE & CLASS,0.017643191237429745
ANTHROZOOS,ECONOMY AND SOCIETY,0.02238927836895591
ANTHROZOOS,ARCHIVES EUROPEENNES DE SOCIOLOGIE,0.019314384411961812
ANTHROZOOS,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,0.025100466591741553
ANTHROZOOS,CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE,0.03457092697376068
ANTHROZOOS,DEVIANT BEHAVIOR,0.04216425140425954
ANTHROZOOS,ETHNIC AND RACIAL STUDIES,0.03736783307573662
ANTHROZOOS,JOURNAL OF LEISURE RESEARCH,0.04726654632559459
ANTHROZOOS,JOURNAL OF MATHEMATICAL SOCIOLOGY,0.01238617126815037
ANTHROZOOS,LEISURE SCIENCES,0.05444718825914768
HUMAN STUDIES,SOCIAL INDICATORS RESEARCH,0.020458101872327043
HUMAN STUDIES,SOCIAL NETWORKS,0.019032400100322564
HUMAN STUDIES,SOCIAL SCIENCE RESEARCH,0.039894222556906105
HUMAN STUDIES,SOCIETY & NATURAL RESOURCES,0.0483210402455753
HUMAN STUDIES,SOCIOLOGIA RURALIS,0.08318506125161267
HUMAN STUDIES,SOCIOLOGICAL SPECTRUM,0.13375359507324994
HUMAN STUDIES,SOCIOLOGY OF EDUCATION,0.0575195589133815
HUMAN STUDIES,SOCIOLOGY OF HEALTH & ILLNESS,0.2241938702090026
HUMAN STUDIES,TEACHING SOCIOLOGY,0.10019392587979653
HUMAN STUDIES,THEORY AND SOCIETY,0.25238881643298344
HUMAN STUDIES,SOCIAL SCIENCE QUARTERLY,0.046103495771596975
HUMAN STUDIES,SOCIOLOGICAL PERSPECTIVES,0.1473926930921122
HUMAN STUDIES,SOCIAL FORCES,0.0967253575934319
HUMAN STUDIES,SOCIOLOGY OF SPORT JOURNAL,0.11659770037007607
HUMAN STUDIES,SOCIOLOGY OF RELIGION,0.07983368974127354
HUMAN STUDIES,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.24545066463197454
HUMAN STUDIES,WORK EMPLOYMENT AND SOCIETY,0.05891758851982006
HUMAN STUDIES,RURAL SOCIOLOGY,0.06041588474826287
HUMAN STUDIES,POETICS,0.09806676840975269
HUMAN STUDIES,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0.2690492739979766
HUMAN STUDIES,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,0.05691550976606748
HUMAN STUDIES,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0.07419821776312713
HUMAN STUDIES,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,0.048965561282564955
HUMAN STUDIES,JOURNAL OF HISTORICAL SOCIOLOGY,0.11656288142854948
HUMAN STUDIES,JOURNAL OF LAW AND SOCIETY,0.12090906446456758
HUMAN STUDIES,LAW & SOCIETY REVIEW,0.09311926039953965
HUMAN STUDIES,POLITICS & SOCIETY,0.05489254452662136
HUMAN STUDIES,POPULATION AND DEVELOPMENT REVIEW,0.019803702610699244
HUMAN STUDIES,REVIEW OF RELIGIOUS RESEARCH,0.05986143673097131
HUMAN STUDIES,SOCIAL COMPASS,0.11725756398885226
HUMAN STUDIES,SOCIOLOGICAL FORUM,0.13487058735199983
HUMAN STUDIES,SOCIOLOGICAL QUARTERLY,0.24583357037391074
HUMAN STUDIES,SOCIOLOGICAL THEORY,0.2917073546290215
HUMAN STUDIES,YOUTH & SOCIETY,0.05385693099817424
HUMAN STUDIES,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0.029859691609775668
HUMAN STUDIES,LANGUAGE IN SOCIETY,0.19646460044345185
HUMAN STUDIES,INTERNATIONAL SOCIOLOGY,0.14937936900923668
HUMAN STUDIES,MEDIA CULTURE & SOCIETY,0.11699990060849302
HUMAN STUDIES,RATIONALITY AND SOCIETY,0.06218261636739643
HUMAN STUDIES,SOCIAL PROBLEMS,0.18627492326098777
HUMAN STUDIES,SOCIETY,0.10771589924592319
HUMAN STUDIES,SOCIOLOGICAL INQUIRY,0.2550127229375588
HUMAN STUDIES,SOCIOLOGICAL METHODS & RESEARCH,0.04247109634453634
HUMAN STUDIES,SOCIOLOGICAL REVIEW,0.26159046745588505
HUMAN STUDIES,WORK AND OCCUPATIONS,0.042801379431860326
HUMAN STUDIES,JOURNAL OF MARRIAGE AND FAMILY,0.024749316308777185
HUMAN STUDIES,RACE & CLASS,0.031289043901220975
HUMAN STUDIES,JOURNAL OF THE HISTORY OF SEXUALITY,0.043060695968552776
HUMAN STUDIES,SYMBOLIC INTERACTION,0.31774943479702156
HUMAN STUDIES,JOURNAL OF LEISURE RESEARCH,0.03991287128635179
HUMAN STUDIES,JOURNAL OF MATHEMATICAL SOCIOLOGY,0.05159736757776599
HUMAN STUDIES,LEISURE SCIENCES,0.039158267885393894
SOCIAL FORCES,SOCIAL INDICATORS RESEARCH,0.18544152846866158
SOCIAL FORCES,SOCIAL NETWORKS,0.23721582795193205
SOCIAL FORCES,SOCIAL SCIENCE RESEARCH,0.6578458280856491
SOCIAL FORCES,SOCIETY & NATURAL RESOURCES,0.12379479003177897
SOCIAL FORCES,SOCIOLOGIA RURALIS,0.12761387021626341
SOCIAL FORCES,SOCIOLOGICAL SPECTRUM,0.5422666828812949
SOCIAL FORCES,SOCIOLOGY OF EDUCATION,0.4074184766401247
SOCIAL FORCES,SOCIOLOGY OF HEALTH & ILLNESS,0.15614388502124543
SOCIAL FORCES,TEACHING SOCIOLOGY,0.1681253093414685
SOCIAL FORCES,THEORY AND SOCIETY,0.3324279226445375
SOCIAL FORCES,SOCIAL SCIENCE QUARTERLY,0.49995921372281343
SOCIAL FORCES,SOCIOLOGICAL PERSPECTIVES,0.6101072477242074
SOCIAL FORCES,SOCIOLOGY OF SPORT JOURNAL,0.12871214456843594
SOCIAL FORCES,SOCIOLOGY OF RELIGION,0.24988417422390805
SOCIAL FORCES,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0.2887170769236752
SOCIAL FORCES,WORK EMPLOYMENT AND SOCIETY,0.20724295372370524
SOCIAL FORCES,SOCIOLOGICAL FORUM,0.5451463633910322
